0.2930397	0.14801268	-0.11997772	-0.4867794	-0.3234194	-0.2719413	0.24652515	-0.30444643	0.5138644	0.0095095495	0.09413674	0.03925601	0.16516408	0.1247022	-0.06984081	-0.5445687
-0.13734658	-0.08634736	0.77352756	-0.610269	-0.5272829	-0.8370576	0.5396649	0.15871347	0.24201798	0.024394369	0.05685272	-1.133598	0.4736781	0.19743747	-0.5547873	-1.0343789
0.6581579	-0.32479593	-0.63934124	0.21091214	0.4768801	-0.072199345	0.75489765	-0.2571285	0.83640087	-0.47175846	0.100107074	1.1015052	0.05254218	0.5535395	0.19420421	0.42561024
0.3988255	0.20294356	-0.491512	-0.43464845	-0.10745863	-0.119194895	-0.16596884	-0.4752373	0.4472281	-0.13668899	-0.25131658	0.5109758	0.018595494	0.12327508	-0.07600538	-0.04068981
0.47002307	0.4912125	-0.7728075	-0.6727918	0.049748935	-0.15019011	-0.57101196	-0.5884997	0.36822003	-0.3371398	-0.6506626	0.62644744	-0.008766596	0.17084138	-0.3714578	0.3018862
0.8814089	-0.95724756	-0.9372504	1.0079153	0.84429616	0.472565	1.0841624	0.15512657	0.94310194	-0.80072814	0.24671724	1.4497851	-0.20042115	0.8585131	0.32099232	1.0181717
-0.28535593	-0.06271185	0.67740554	-0.13964525	-0.4970413	-0.554922	0.6829312	-0.0012385629	-0.0017805435	0.026978401	0.5751976	-0.5400001	0.41323194	0.31900102	0.3379724	-0.8942691
0.27400947	-0.08334982	-0.1261953	-0.24049062	-0.2683034	0.06855888	0.35774776	-0.21999007	0.47800872	0.25302598	0.5802658	0.2926577	-0.032953296	-0.0017399234	0.45581526	-0.4909421
1.1240746	-0.46182168	-1.2453998	-0.2883845	0.74322426	0.90846956	-0.23856148	-0.5635379	1.0817825	0.36612427	0.12555592	1.3115199	-1.0006796	-0.496259	0.38073432	1.0388119
0.3746064	-0.26320198	-0.2868545	-0.003915473	0.025750048	0.101926826	0.52058953	-0.039557096	0.54290044	0.11080182	0.47656554	0.5730584	-0.07785002	0.15187117	0.3298286	-0.12057428
